character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,deck,tags
霑,to moisten,,,,zhan1,,,^⿱雨沾$(GHTJKPV),"雨 = rain, 沾 = soak",TW,TW::A
霽,to clear up after rain,,,,ji4,,,^⿱雨齊$(GHTJKP),"雨 = rain, 齊 = identical",TW,TW::A
靂,thunderclap,,,,li4,,,^⿱雨歷$(GHTJKPV),"雨 = rain, 歷 = experience",TW,TW::A
靄,mist (2),,,,ai3,,,^⿱雨謁$(GHTJKP),"雨 = rain, 謁 = audience",TW,TW::A
靦,used in 靦覥|䩄觍[mian3 tian3],,,,mian3,,,^⿰面見$(GHTJKP),"面 = face-to-face / mask, 見 = see",TW,TW::A
靨,dimples,,,,ye4,,,^⿸厭面$(GHTKP),"厭 = detest / despondent, 面 = face-to-face / mask",TW,TW::A
鞦,used in 鞦韆|秋千[qiu1 qian1],,,,qiu1,,,^⿰革秋$(GHTJKPV),"革 = leather, 秋 = autumn",TW,TW::A
韃,a tribe in China,,,,Da2,,,^⿰革達$(GHTJKP),"革 = leather, 達 = reach / accomplished",TW,TW::A
韁,bridle (2),,,,jiang1,,,^⿰革畺$(GHTJKPV),"革 = leather, 畺 = family feud",TW,TW::A
韆,used in 鞦韆|秋千[qiu1 qian1] (2),,,,qian1,,,^⿰革遷$(GHTKP),"革 = leather, 遷 = resituate / transition",TW,TW::A
韌,annealed,,,,ren4,,,^⿰韋刃$(GHTJKP),"韋 = tanned hide, 刃 = blade",TW,TW::A
韜,to hide,,,,tao1,,,^⿰韋舀$(GHTJKPV),"韋 = tanned hide, 舀 = scoop",TW,TW::A
頊,used in 顓頊|颛顼[Zhuan1 xu1],,,,Xu1,,,^⿰𤣩頁$(GHTJKP),"𤣩 = jewel, 頁 = page",TW,TW::A
頡,used in 倉頡|仓颉[Cang1 Jie2],,,,Xie2,,,^⿰吉頁$(GHTJKPV),"吉 = lucky / good luck, 頁 = page",TW,TW::A
頷,jowl,,,,han4,,,^⿰含頁$(GHTJKP),"含 = harbor / include, 頁 = page",TW,TW::A
頤,to nurture,,,,yi2,,,^⿰𦣞頁$(GHTKP),頁 = page,TW,TW::A
顓,surname Zhuan (2),,,,Zhuan1,,,^⿰耑頁$(GHTJKP),"耑 = prospector, 頁 = page",TW,TW::A
顰,to knit the brows,,,,pin2,,,^⿱頻卑$(GHTKP),"頻 = repeatedly, 卑 = lowly",TW,TW::A
顱,forehead (2),,,,lu2,,,^⿰盧頁$(GHTJKP),"盧 = Louvre, 頁 = page",TW,TW::A
颳,to blow (of the wind),,,,gua1,,,^⿺風舌$(GHTKP),"風 = wind, 舌 = tongue",TW,TW::A
颶,cyclone,,,,ju4,,,^⿺風具$(GHTKP),"風 = wind, 具 = tool",TW,TW::A
颺,to float,,,,yang2,,,^⿺風昜$(GHTJKP),"風 = wind, 昜 = sunshine",TW,TW::A
颼,sough,,,,sou1,,,^⿺風叟$(GHTJKP),"風 = wind, 叟 = cake mixer",TW,TW::A
飪,to cook (until ready),,,,ren4,,,^⿰飠壬$(GHTP),"飠 = food, 壬 = porter",TW,TW::A
飩,Taiwan pr. [dun4],,,,tun2,,,^⿰飠屯$(GHTP),"飠 = food, 屯 = stockpile / barracks",TW,TW::A
飭,to arrange properly,,,,chi4,,,^⿰飠𱐩$(GHTPV),飠 = food,TW,TW::A
餉,rations and pay for soldiers,,,,xiang3,,,^⿰飠向$(GHTP),"飠 = food, 向 = orientation / yonder",TW,TW::A
餒,(of fish) putrid,,,,nei3,,,^⿰飠妥$(GHTPV),"飠 = food, 妥 = appropriate / gentle",TW,TW::A
餞,preserves,,,,jian4,,,^⿰飠戔$(GHTPV),"飠 = food, 戔 = float",TW,TW::A
餛,wonton,,,,hun2,,,^⿰飠昆$(GHTP),"飠 = food, 昆 = descendants",TW,TW::A
餵,to feed,,,,wei4,,,^⿰飠畏$(GHT),"飠 = food, 畏 = be afraid of / apprehensive",TW,TW::A
餾,to break a liquid substance up into components by boiling,,,,liu2,,,^⿰飠留$(GHTP),"飠 = food, 留 = stay / detain",TW,TW::A
餿,soured (as food),,,,sou1,,,^⿰飠叟$(GHTP),"飠 = food, 叟 = cake mixer",TW,TW::A
餽,make present of food,,,,kui4,,,^⿰飠鬼$(GHTP),"飠 = food, 鬼 = ghost",TW,TW::A
饑,starve,,,,ji1,,,^⿰飠幾$(GHTPV),"飠 = food, 幾 = how many?",TW,TW::A
饜,be satiated,,,,yan4,,,^⿸厭食$(GHTKP),"厭 = detest / despondent, 食 = food / eat",TW,TW::A
馭,to manage,,,,yu4,,,^⿰馬又$(GHTJKPV),"馬 = horse, 又 = again / or again",TW,TW::A
馱,to carry on one's back,,,,duo4,,,^⿰馬大$(GHTJKP),"馬 = horse, 大 = large",TW,TW::A
駟,team of four horses,,,,si4,,,^⿰馬四$(GHTJKPV),"馬 = horse, 四 = four",TW,TW::A
駑,old horse,,,,nu2,,,^⿱奴馬$(GHTJKP),"奴 = slave / guy, 馬 = horse",TW,TW::A
駙,extra horse,,,,fu4,,,^⿰馬付$(GHTJKPV),"馬 = horse, 付 = pay / adhere",TW,TW::A
駭,to startle,,,,hai4,,,^⿰馬亥$(GHTJKPV),"馬 = horse, 亥 = sign of the hog",TW,TW::A
駢,to pull side by side,,,,Pian2,,,^⿰馬并$(GHTJKPV),"馬 = horse, 并 = combine",TW,TW::A
騁,to open up,,,,cheng3,,,^⿰馬甹$(GHTJKP),"馬 = horse, 甹 = chivalrous knight",TW,TW::A
騖,rush about,,,,wu4,,,^⿱敄馬$(GHTJKP),馬 = horse,TW,TW::A
騫,hold high,,,,qian1,,,^⿱𡨄馬$(GHTJKP),馬 = horse,TW,TW::A
驃,charger,,,,piao4,,,^⿰馬票$(GHTJKP),"馬 = horse, 票 = ticket / ballot",TW,TW::A
驀,quickly,,,,mo4,,,^⿱莫馬$(GHTJKP),"莫 = nobody / shalt, 馬 = horse",TW,TW::A
驛,relay station,,,,yi4,,,^⿰馬睪$(GHTJKPV),馬 = horse,TW,TW::A
驥,refined and virtuous,,,,ji4,,,^⿰馬冀$(GHTJK),"馬 = horse, 冀 = short name for hebei 河北",TW,TW::A
驪,jet steed,,,,li2,,,^⿰馬麗$(GHTJKP),"馬 = horse, 麗 = lovely",TW,TW::A
骯,used in 骯髒|肮脏[ang1 zang1] (2),,,,ang1,,,^⿰骨亢$(GHTJKP),"骨 = skeleton, 亢 = whirlwind",TW,TW::A
髏,used in 髑髏|髑髅[du2 lou2] and 骷髏|骷髅[ku1 lou2] (2),,,,lou2,,,^⿰骨婁$(GHTJKP),"骨 = skeleton, 婁 = surname (15)",TW,TW::A
鬚,mustache,,,,xu1,,,^⿱髟須$(GHTJKPV),"髟 = hair, 須 = have to / ought",TW,TW::A
鬢,hair on the temples,,,,bin4,,,^⿱髟賓$(GHTJKP),"髟 = hair, 賓 = visitor / V.I.P.",TW,TW::A
鬨,tumult,,,,hong4,,,^⿵鬥共$(GHTJKP),"鬥 = fight, 共 = together",TW,TW::A
魘,nightmare,,,,yan3,,,^⿸厭鬼$(GHTKP),"厭 = detest / despondent, 鬼 = ghost",TW,TW::A
魷,squid (2),,,,you2,,,^⿰魚尤$(GHTJK),"魚 = fish, 尤 = remarkable / understandably",TW,TW::A
鮑,abalone,,,,Bao4,,,^⿰魚包$(GHTKP),"魚 = fish, 包 = wrap",TW,TW::A
鯊,shark (4),,,,sha1,,,^⿱沙魚$(GHTJKP),"沙 = sand / grains of sand, 魚 = fish",TW,TW::A
鯽,sand perch,,,,ji4,,,^⿰魚即$(GHT),"魚 = fish, 即 = immediately / instant",TW,TW::A
鯧,Stromateoides argenteus,,,,chang1,,,^⿰魚昌$(GHTJKP),"魚 = fish, 昌 = prosperous",TW,TW::A
鰓,fish gills,,,,sai1,,,^⿰魚思$(GHTJKP),"魚 = fish, 思 = consider / think",TW,TW::A
鰥,huge fish,,,,guan1,,,^⿰魚眔$(G),魚 = fish,TW,TW::A
鱉,turtle,,,,bie1,,,^⿱敝魚$(GHTJKPV),"敝 = shredder, 魚 = fish",TW,TW::A
鰱,Hypophthalmichthys,,,,lian2,,,^⿰魚連$(GHTJKPV),"魚 = fish, 連 = one after another / take along",TW,TW::A
鰾,air bladder of fish,,,,biao4,,,^⿰魚票$(GHTJKPV),"魚 = fish, 票 = ticket / ballot",TW,TW::A
鱔,Chinese yellow eel (2),,,,shan4,,,^⿰魚善$(GHTJKP),"魚 = fish, 善 = virtuous",TW,TW::A
鱖,Chinese perch (Siniperca chuatsi),,,,gui4,,,^⿰魚厥$(GHTJKP),"魚 = fish, 厥 = to faint",TW,TW::A
鱸,bass,,,,lu2,,,^⿰魚盧$(GHTJKPV),"魚 = fish, 盧 = Louvre",TW,TW::A
鴆,poisonous,,,,zhen4,,,^⿰冘鳥$(GHTJKPV),"冘 = Frankenbowser Rex, 鳥 = bird",TW,TW::A
鴕,Struthio camelus,,,,tuo2,,,^⿰鳥它$(GHTJKP),"鳥 = bird, 它 = it",TW,TW::A
鴣,Arborophila species (various),,,,gu1,,,^⿰古鳥$(GHTJKP),"古 = ancient / old, 鳥 = bird",TW,TW::A
鴦,female mandarin duck (Aix galericulata),,,,yang1,,,^⿱央鳥$(GHTJKPV),"央 = center, 鳥 = bird",TW,TW::A
鴒,species of lark,,,,ling2,,,^⿰令鳥$(GHTJKP),"令 = orders, 鳥 = bird",TW,TW::A
鴛,male mandarin duck (Aix galericulata),,,,yuan1,,,^⿱夗鳥$(GHTJKPV),"夗 = nameplate, 鳥 = bird",TW,TW::A
鵑,cuckoo (2),,,,juan1,,,^⿰肙鳥$(GHTJKP),"肙 = canker sore, 鳥 = bird",TW,TW::A
鵠,goal,,,,gu3,,,^⿰告鳥$(GTKPV),"告 = declare / revelation, 鳥 = bird",TW,TW::A
鶉,Turnix species (various),,,,chun2,,,^⿰享鳥$(GHTJKP),"享 = enjoy / receive, 鳥 = bird",TW,TW::A
鵪,Coturnix coturnix,,,,an1,,,^⿰奄鳥$(GHTJKP),"奄 = encompassing, 鳥 = bird",TW,TW::A
鷂,Accipiter nisus,,,,yao4,,,^⿰䍃鳥$(GHTJKPV),"䍃 = can opener, 鳥 = bird",TW,TW::A
鷓,partridge (2),,,,zhe4,,,^⿰庶鳥$(GHTJKP),"庶 = commoner, 鳥 = bird",TW,TW::A
鷥,Egretta garzetta,,,,si1,,,^⿱絲鳥$(GHJKP),"絲 = silk, 鳥 = bird",TW,TW::A
鸞,mythical bird related to the phoenix,,,,luan2,,,^⿱䜌鳥$(GHTJKPV),鳥 = bird,TW,TW::A
鹼,alkali,,,,jian3,,,^⿰鹵僉$(GHTJKP),"鹵 = rocksalt, 僉 = everybody",TW,TW::A
麩,bran (2),,,,fu1,,,^⿰麥夫$(GP),"麥 = wheat, 夫 = husband",TW,TW::A
麴,fermentation starter,,,,qu1,,,^⿰麥匊$(GP),"麥 = wheat, 匊 = handful",TW,TW::A
黴,bacteria,,,,mei2,,,^⿰彳𪑛$(GHTJKP),彳 = going,TW,TW::A
黷,constantly,,,,du2,,,^⿰黑賣$(GTKP),"黑 = black, 賣 = sell",TW,TW::A
鼇,huge sea turtle,,,,ao2,,,^⿱敖黽$(GHTK),"敖 = ramble, 黽 = toad (3)",TW,TW::A
鼕,surname Dong,,,,Dong1,,,^⿱鼓冬$(GHTJKP),"鼓 = drum, 冬 = winter",TW,TW::A
鼴,mole (2),,,,yan3,,,^⿰鼠匽$(GP),"鼠 = mouse, 匽 = to hide",TW,TW::A
齟,irregular teeth,,,,ju3,,,^⿰齒且$(GHTJKP),"齒 = teeth, 且 = moreover",TW,TW::A
齜,to bare one's teeth,,,,zi1,,,^⿰齒此$(GHTKP),"齒 = teeth, 此 = this (literary) / this here",TW,TW::A
齦,gums (of the teeth) (2),,,,ken3,,,^⿰齒艮$(GHTJKP),"齒 = teeth, 艮 = silver",TW,TW::A
齬,to disagree,,,,yu3,,,^⿰齒吾$(GHTJKP),"齒 = teeth, 吾 = I (literary)",TW,TW::A
齪,small,,,,chuo4,,,^⿰齒足$(GHTJKPV),"齒 = teeth, 足 = lower leg",TW,TW::A
齷,dirty (2),,,,wo4,,,^⿰齒屋$(GHTJKPV),"齒 = teeth, 屋 = habitation / roof",TW,TW::A
齲,dental caries,,,,qu3,,,^⿰齒禹$(GHTJKP),"齒 = teeth, 禹 = yu the great",TW,TW::A
龔,reverential,,,,Gong1,,,^⿱龍共$(GHTJKP),"龍 = dragon / dragon [old], 共 = together",TW,TW::A
丌,"""pedestal"" component in Chinese characters",,,,Ji1,,,^⿱一⿰丿丨$(GHTJK),"一 = one, 丿 = drop, 丨 = walking stick",TW,TW::B
冇,to not have (Cantonese) (Mandarin equivalent: 沒有|没有[mei2 you3]),,,,mao3,,,^⿸𠂇冂$(GH),"𠂇 = by one’s side, 冂 = hood (also: glass cover, cowl, helmet)",TW,TW::B
丮,to catch,,,,ji3,,,^⿹⺄𰀁$(GHTJKP),,TW,TW::B
丱,two tufts of hair,,,,guan4,,,^⿰𠂈⿰丨𠃎$(G),丨 = walking stick,TW,TW::B
伀,restless,,,,zhong1,,,^⿰亻公$(GHTJKP),"亻 = person, 公 = public",TW,TW::B
伻,messenger,,,,beng1,,,^⿰亻平$(GHTJKP),"亻 = person, 平 = even",TW,TW::B
佢,"he, she, it",,,,qu2,,,^⿰亻巨$(GHT),"亻 = person, 巨 = gigantic",TW,TW::B
佉,name of a divine being,,,,Qu1,,,^⿰亻去$(GHTJKP),"亻 = person, 去 = go / gone",TW,TW::B
佧,ancient name for an ethnic group in China,,,,ka3,,,^⿰亻卡$(GHT),"亻 = person, 卡 = card",TW,TW::B
侅,prepared for included in,,,,gai1,,,^⿰亻亥$(GHTJKPV),"亻 = person, 亥 = sign of the hog",TW,TW::B
侀,statute,,,,xing2,,,^⿰亻刑$(GHTKP),"亻 = person, 刑 = punishment",TW,TW::B
侇,class,,,,yi2,,,^⿰亻夷$(GHTKP),"亻 = person, 夷 = barbarian / ebisu",TW,TW::B
佷,to act contrary to,,,,hen3,,,^⿰亻艮$(GHTJKP),"亻 = person, 艮 = silver",TW,TW::B
佌,petty,,,,ci3,,,^⿰亻此$(GHTJKP),"亻 = person, 此 = this (literary) / this here",TW,TW::B
佪,to move back and forth,,,,huai2,,,^⿰亻回$(GHTJKP),"亻 = person, 回 = return / -times",TW,TW::B
侚,quick (2),,,,xun4,,,^⿰亻旬$(GHTJKP),"亻 = person, 旬 = decameron",TW,TW::B
佹,unreasonable,,,,gui3,,,^⿰亻危$(GHTJKP),"亻 = person, 危 = danger / dangerous",TW,TW::B
侐,still (2),,,,xu4,,,^⿰亻血$(GHTJKP),"亻 = person, 血 = blood",TW,TW::B
侜,to conceal,,,,zhou1,,,^⿰亻舟$(GHTKP),"亻 = person, 舟 = boat",TW,TW::B
俓,to pass through,,,,jing4,,,^⿰亻巠$(GHTKP),"亻 = person, 巠 = spool",TW,TW::B
俉,used in 逢俉[feng2 wu2],,,,wu2,,,^⿰亻吾$(GHTJKP),"亻 = person, 吾 = I (literary)",TW,TW::B
侷,confined,,,,ju2,,,^⿰亻局$(GHTJKP),"亻 = person, 局 = bureau",TW,TW::B
俁,big (2),,,,yu3,,,^⿰亻吳$(GHTJKP),"亻 = person, 吳 = Wu",TW,TW::B
俔,as,,,,qian4,,,^⿰亻見$(GHTJKP),"亻 = person, 見 = see",TW,TW::B
侻,to run away,,,,,,,^⿰亻兑$(G),"亻 = person, 兑 = convert",TW,TW::B
俛,to exhort,,,,mian3,,,^⿰亻免$(GHTKP),"亻 = person, 免 = avoid / excuse",TW,TW::B
倢,handsome (2),,,,jie2,,,^⿰亻疌$(GHTJKP),亻 = person,TW,TW::B
俴,thin plate,,,,jian4,,,^⿰亻戔$(GHTKP),"亻 = person, 戔 = float",TW,TW::B
倳,to stick in,,,,,,,^⿰亻事$(GHTJKP),"亻 = person, 事 = matter",TW,TW::B
倷,you (dialect),,,,nai3,,,^⿰亻奈$(GHT),"亻 = person, 奈 = can't help but / Nara",TW,TW::B
俷,to violate (a moral code),,,,fei4,,,^⿰亻肥$(GHTKP),"亻 = person, 肥 = plump / fertilizer",TW,TW::B
偯,wail,,,,yi3,,,^⿰亻哀$(GHTKP),"亻 = person, 哀 = grief / pathetic",TW,TW::B
偪,to compel,,,,bi1,,,^⿰亻畐$(GHTJKPV),"亻 = person, 畐 = wealth",TW,TW::B
偝,to disobey,,,,bei4,,,^⿰亻背$(GHTKP),"亻 = person, 背 = back / stature",TW,TW::B
偊,to walk alone,,,,,,,^⿰亻禹$(GHTJKP),"亻 = person, 禹 = yu the great",TW,TW::B
偢,to stare at (2),,,,chou3,,,^⿰亻秋$(GHTJKP),"亻 = person, 秋 = autumn",TW,TW::B
偟,free time,,,,huang2,,,^⿰亻皇$(GHTJKP),"亻 = person, 皇 = emperor",TW,TW::B
偩,to resemble,,,,fu4,,,^⿰亻負$(GHTKP),"亻 = person, 負 = defeated",TW,TW::B
偫,to wait for,,,,zhi4,,,^⿰亻待$(GHTKP),"亻 = person, 待 = treat / wait",TW,TW::B
傚,to imitate (variant of 效[xiao4]),,,,xiao4,,,^⿰亻效$(GHTJKP),"亻 = person, 效 = effect",TW,TW::B
傔,servant (2),,,,qian4,,,^⿰亻兼$(GHTJKP),"亻 = person, 兼 = double / concurrently",TW,TW::B
傞,uneven,,,,suo1,,,^⿰亻差$(GHTJKP),"亻 = person, 差 = fall short of / distinction",TW,TW::B
傌,knight (on the red side),,,,ma3,,,^⿰亻馬$(GHTKPV),"亻 = person, 馬 = horse",TW,TW::B
傎,inversion,,,,dian1,,,^⿰亻真$(GHT),"亻 = person, 真 = true",TW,TW::B
偨,uneven (2),,,,ci1,,,^⿰亻柴$(GHTKPV),"亻 = person, 柴 = firewood / brushwood",TW,TW::B
傜,a minority tribe,,,,yao2,,,^⿰亻䍃$(GHTJKP),"亻 = person, 䍃 = can opener",TW,TW::B
傽,terror-stricken (2),,,,,,,^⿰亻章$(GHTJKP),"亻 = person, 章 = chapter / badge",TW,TW::B
傿,name of an immortal,,,,Yan1,,,^⿰亻焉$(GHTKP),"亻 = person, 焉 = where",TW,TW::B
傮,"finish, to go around",,,,zao1,,,^⿰亻曹$(GHTKP),"亻 = person, 曹 = Cao / cadet",TW,TW::B
僄,airy,,,,piao4,,,^⿰亻票$(GHTJKPV),"亻 = person, 票 = ticket / ballot",TW,TW::B
僊,Taoist super-being,,,,xian1,,,^⿰亻⿱䙲巳$(GJ),"亻 = person, 巳 = sign of the snake",TW,TW::B
傴,humpback,,,,yu3,,,^⿰亻區$(GHTJKP),"亻 = person, 區 = region",TW,TW::B
僈,negligent,,,,,,,^⿰亻曼$(GHTKPV),"亻 = person, 曼 = drawn out / mandala",TW,TW::B
僂,crookbacked,,,,lou2,,,^⿰亻婁$(GHTJKPV),"亻 = person, 婁 = surname (15)",TW,TW::B
僉,unanimous,,,,qian1,,,^⿳{88}吅从$(GHTJKP),"吅 = chatterbox (also: windup teeth), 从 = follow",TW,TW::B
僨,to ruin,,,,fen4,,,^⿰亻賁$(GHTJKP),"亻 = person, 賁 = energetic (2)",TW,TW::B
僛,tipsy reel,,,,,,,^⿰亻欺$(GHTKP),"亻 = person, 欺 = dupe / deceit",TW,TW::B
僝,to abuse,,,,chan2,,,^⿰亻孱$(GHTJKPV),"亻 = person, 孱 = weak (2)",TW,TW::B
僤,great (3),,,,dan4,,,^⿰亻單$(GHTJKPV),"亻 = person, 單 = list",TW,TW::B
僩,martial,,,,xian4,,,^⿰亻閒$(GHTJK),"亻 = person, 閒 = leisure",TW,TW::B
僿,"small, minute",,,,sai4,,,^⿰亻塞$(GHTKP),"亻 = person, 塞 = stronghold / block up",TW,TW::B
儃,indecisive,,,,chan2,,,^⿰亻亶$(GHTJKP),"亻 = person, 亶 = Mr. Hyde",TW,TW::B
僶,forcefully,,,,,,,^⿰亻黽$(GHTJKP),"亻 = person, 黽 = toad (3)",TW,TW::B
僾,indistinct,,,,ai4,,,^⿰亻愛$(GHTJKP),"亻 = person, 愛 = love",TW,TW::B
儌,lucky,,,,jiao3,,,^⿰亻敫$(GHTJKPV),"亻 = person, 敫 = homing pigeon",TW,TW::B
僽,sallow,,,,,,,^⿰亻愁$(GHTKP),"亻 = person, 愁 = gloomy / distress",TW,TW::B
儜,wearied,,,,ning2,,,^⿰亻寧$(GHTJKP),"亻 = person, 寧 = calm / rather",TW,TW::B
儕,a company,,,,chai2,,,^⿰亻齊$(GHTJKP),"亻 = person, 齊 = identical",TW,TW::B
儓,servant (3),,,,tai2,,,^⿰亻臺$(GHTKP),"亻 = person, 臺 = Taiwan",TW,TW::B
儗,doubtful,,,,ni3,,,^⿰亻疑$(GHTJKPV),"亻 = person, 疑 = doubt",TW,TW::B
儚,(same as 果敢 in Japanese),,,,,,,^⿰亻夢$(GHTJKP),"亻 = person, 夢 = dream",TW,TW::B
儤,on night duty,,,,bao4,,,^⿰亻暴$(GHTKP),"亻 = person, 暴 = violent / outburst",TW,TW::B
儱,barbarous,,,,long3,,,^⿰亻龍$(GHTJKP),"亻 = person, 龍 = dragon / dragon [old]",TW,TW::B
儵,hastily,,,,shu1,,,^⿲亻丨⿱夂黑$(G),"亻 = person, 丨 = walking stick, 夂 = walking legs, 黑 = black",TW,TW::B
儺,to exorcise demons (2),,,,nuo2,,,^⿰亻難$(GHTJKP),"亻 = person, 難 = difficult",TW,TW::B
儸,daredevil,,,,luo2,,,^⿰亻羅$(GHTJKP),"亻 = person, 羅 = silk gauze",TW,TW::B
儹,"to accumulate, to hoard, to store up",,,,zan3,,,^⿰亻贊$(GHTJKP),"亻 = person, 贊 = succor",TW,TW::B
儻,in case,,,,tang3,,,^⿰亻黨$(GHTJKP),"亻 = person, 黨 = political party",TW,TW::B
儽,"tired out, worn fatigued",,,,lei3,,,^⿰亻纍$(GHTKP),"亻 = person, 纍 = rope (3)",TW,TW::B
冓,inner rooms of palace,,,,gou4,,,^⿱𠀎冉$(GHTJKP),"𠀎 = wire mesh, 冉 = edge of a tortoiseshell",TW,TW::B
冞,deep (3),,,,mi2,,,^⿱冖米$(GHTKP),"冖 = crown, 米 = rice",TW,TW::B
冪,to cover with a cloth,,,,mi4,,,^⿱冖幕$(GHTJKPV),"冖 = crown, 幕 = curtain",TW,TW::B
凊,chilly,,,,qing4,,,^⿰冫青$(GHT),"冫 = ice, 青 = blue or green",TW,TW::B
凅,dried up (2),,,,gu4,,,^⿰冫固$(GHTJKP),"冫 = ice, 固 = solid / harden",TW,TW::B
凔,cold (2),,,,cang1,,,^⿰冫倉$(GHTKP),"冫 = ice, 倉 = storehouse / godown",TW,TW::B
刌,to cut off,,,,cun3,,,^⿰寸刂$(GHTKPV),"寸 = Chinese inch / measurement, 刂 = saber",TW,TW::B
刓,to trim,,,,wan2,,,^⿰元刂$(GHTJKP),"元 = beginning, 刂 = saber",TW,TW::B
刜,to chop (2),,,,fu2,,,^⿰弗刂$(GHTKP),"弗 = dollar sign, 刂 = saber",TW,TW::B
刞,old variant of 耝[qu4],,,,qu4,,,^⿰且刂$(GHTK),"且 = moreover, 刂 = saber",TW,TW::B
刵,cutting off the ears as punishment,,,,er4,,,^⿰耳刂$(GHTJKP),"耳 = ear, 刂 = saber",TW,TW::B
刲,cut open and clean,,,,kui1,,,^⿰圭刂$(GHTJKP),"圭 = squared jewel, 刂 = saber",TW,TW::B
刱,knife cut,,,,chuang1,,,^⿰井刅$(GHTJKP),井 = well,TW,TW::B
剄,cut throat,,,,jing3,,,^⿰巠刂$(GHTJKP),"巠 = spool, 刂 = saber",TW,TW::B
剉,to hack,,,,cuo4,,,^⿰坐刂$(GHTJKP),"坐 = sit / sitting in meditation, 刂 = saber",TW,TW::B
剚,erect,,,,zi4,,,^⿰事刂$(GHTJKP),"事 = matter, 刂 = saber",TW,TW::B
剒,(Cant.) to jerk,,,,cuo4,,,^⿰昔刂$(GHTKP),"昔 = times past / once upon a time, 刂 = saber",TW,TW::B
剺,mark (2),,,,li2,,,^⿸𠩺刀$(GHTKP),刀 = sword,TW,TW::B
剸,slash,,,,tuan2,,,^⿰專刂$(GHTJKP),"專 = specialty, 刂 = saber",TW,TW::B
劀,to scrape away decayed flesh or pus,,,,gua1,,,^⿰矞刂$(GHTJKP),"矞 = grand (4), 刂 = saber",TW,TW::B
劌,stab,,,,gui4,,,^⿰歲刂$(GHTJKP),"歲 = years of age, 刂 = saber",TW,TW::B
劊,also pr. [kuai4],,,,gui4,,,^⿰會刂$(GHTJKP),"會 = meeting, 刂 = saber",TW,TW::B
劖,bore,,,,chan2,,,^⿰毚刂$(GHTJKP),"毚 = cunning (3), 刂 = saber",TW,TW::B
劘,whittle,,,,mo2,,,^⿰靡刂$(GHTJKP),"靡 = to waste, 刂 = saber",TW,TW::B
劗,to cut (2),,,,,,,^⿰贊刂$(GHTJKP),"贊 = succor, 刂 = saber",TW,TW::B
劙,"a divide, to partition",,,,li2,,,^⿰蠡刂$(GHTKP),"蠡 = calabash, 刂 = saber",TW,TW::B
劦,unending exertion,,,,lie4,,,^⿱力𠠴$(GHTJK),力 = power,TW,TW::B
勣,conduct deserving,,,,ji4,,,^⿰責力$(GHTJKP),"責 = responsibility / blame, 力 = power",TW,TW::B
勩,laborious,,,,yi4,,,^⿰貰力$(GHTJKP),"貰 = get, 力 = power",TW,TW::B
勱,strive forward,,,,mai4,,,^⿰萬力$(GHTJKP),"萬 = ten thousand / ten thousand [old], 力 = power",TW,TW::B
匊,handful,,,,ju1,,,^⿹勹米$(GHTJKP),"勹 = bound up, 米 = rice",TW,TW::B
匭,small box (2),,,,gui3,,,^⿷匚軌$(GHTJKP),"匚 = box, 軌 = rails / rut",TW,TW::B
匰,utensils used anciently in ancestral temples,,,,,,,^⿷匚單$(GHTJKP),"匚 = box, 單 = list",TW,TW::B
匴,bamboo utensil used for washing rice in ancient times,,,,suan3,,,^⿷匚算$(GHTKP),"匚 = box, 算 = calculate",TW,TW::B
匽,"to hide, to secrete, to repress",,,,yan3,,,^⿷匚妟$(GJKP),匚 = box,TW,TW::B
卌,forty,,,,xi4,,,^⿻卄⿰丨丨$(GHJ),丨 = walking stick,TW,TW::B
卍,"swastika, a sacred and auspicious symbol in Hinduism, Buddhism, and Jainism",,,,wan4,,,^卍$(GHTJKP),,TW,TW::B
卼,uncomfortable,,,,wu4,,,^⿺兀危$(GP),"兀 = towering, 危 = danger / dangerous",TW,TW::B
厎,settle,,,,zhi3,,,^⿸厂氐$(GHTJKP),"厂 = factory, 氐 = calling card",TW,TW::B
厗,"old stone or mineral, possibly related to antimony Sb 銻|锑[ti1]",,,,ti2,,,^⿸厂辛$(GHTKP),"厂 = factory, 辛 = peppery / spicy",TW,TW::B
厞,hideout,,,,fei4,,,^⿸厂非$(GHTKP),"厂 = factory, 非 = non- / un-",TW,TW::B
厜,a mountain peak,,,,zui1,,,^⿸厂垂$(GHTKP),"厂 = factory, 垂 = droop",TW,TW::B
厤,old variant of 曆|历[li4],,,,li4,,,^⿸厂秝$(GHTJKP),厂 = factory,TW,TW::B
厹,spear (3),,,,qiu2,,,^⿱九厶$(GHTKP),"九 = nine, 厶 = elbow",TW,TW::B
叄,take part in,,,,san1,,,^⿱厽⿱𠆢三$(GMT),"𠆢 = umbrella, 三 = three",TW,TW::B
吰,clang (2),,,,hong2,,,^⿰口厷$(GHTKP),口 = mouth,TW,TW::B
吷,a soft sound made by blowing through the mouth,,,,,,,^⿰口夬$(GHTKP),"口 = mouth, 夬 = guillotine",TW,TW::B
吪,move (3),,,,e2,,,^⿰口化$(GHTV),"口 = mouth, 化 = transform / change",TW,TW::B
呿,to yawn,,,,qu1,,,^⿰口去$(GHTJKPV),"口 = mouth, 去 = go / gone",TW,TW::B
